,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type,interaction_wealth_income,income_to_home_ratio,wealth_to_home_ratio,gift_to_income_ratio,average_gift_size_to_largest_gift_ratio,total_gifts_to_number_of_promotions,homeowner_children,zip_gender,time_since_last_gift_bucket
2777,No,No,No,Yes,Yes,1,5,Yes,5,1828,426,489,8,77,123.0,5.0,5.0,29,6,3.0,Donor,train,25,0.002735229759299781,0.002735229759299781,24.6,0.6,1.5974025974025974,Yes_1,No_No_No_Yes_Yes,24+
2778,No,Yes,No,No,No,1,3,Yes,8,618,366,391,14,30,54.0,10.0,10.0,31,2,9.0,Donor,train,24,0.0048543689320388345,0.012944983818770227,18.0,0.9,1.8,No_1,No_Yes_No_No_Yes,24+
2779,No,No,Yes,No,No,1,2,Yes,8,596,279,353,21,62,62.0,7.0,3.0,29,9,3.444444444,Donor,train,16,0.003355704697986577,0.013422818791946308,31.0,0.49206349200000005,1.0,No_1,No_No_Yes_No_Yes,24+
2780,No,No,No,Yes,Yes,1,5,Yes,8,500,282,334,18,26,75.0,25.0,25.0,36,4,25.0,No Donor,dev,40,0.01,0.016,15.0,1.0,2.8846153846153846,Yes_1,No_No_No_Yes_Yes,24+
2781,No,No,Yes,No,Yes,1,4,Yes,8,569,315,329,16,40,130.0,20.0,10.0,36,2,13.0,Donor,train,32,0.007029876977152899,0.014059753954305799,32.5,0.65,3.25,Yes_1,No_No_Yes_No_Yes,24+
2782,Yes,No,No,No,Yes,1,4,No,8,1255,610,603,0,23,32.0,10.0,10.0,28,5,8.0,No Donor,dev,32,0.0031872509960159364,0.006374501992031873,8.0,0.8,1.391304347826087,Yes_1,Yes_No_No_No_No,24+
2783,No,No,No,Yes,No,1,4,Yes,8,1281,515,592,2,21,30.0,25.0,25.0,31,6,15.0,No Donor,train,32,0.00312256049960968,0.00624512099921936,7.5,0.6,1.4285714285714286,No_1,No_No_No_Yes_Yes,24+
2784,No,No,No,Yes,No,1,2,Yes,8,2809,657,718,1,21,36.0,10.0,8.0,28,1,7.2,No Donor,dev,16,0.000711997152011392,0.002847988608045568,18.0,0.72,1.7142857142857142,No_1,No_No_No_Yes_Yes,24+
2785,No,No,No,Yes,Yes,1,2,No,8,2405,478,499,2,44,45.0,7.0,5.0,28,1,3.214285714,Donor,train,16,0.0008316008316008316,0.0033264033264033266,22.5,0.4591836734285714,1.0227272727272727,Yes_1,No_No_No_Yes_No,24+
2786,No,Yes,No,No,No,1,1,Yes,8,420,303,305,16,35,37.0,11.0,6.0,31,10,7.4,No Donor,train,8,0.002380952380952381,0.01904761904761905,37.0,0.6727272727272727,1.0571428571428572,No_1,No_Yes_No_No_Yes,24+
2787,No,Yes,No,No,No,1,1,Yes,2,489,274,304,21,53,161.0,16.0,16.0,30,3,10.73333333,Donor,train,2,0.002044989775051125,0.00408997955010225,161.0,0.670833333125,3.0377358490566038,No_1,No_Yes_No_No_Yes,24+
2788,No,No,Yes,No,Yes,1,4,No,8,1179,654,692,2,43,41.0,6.0,3.0,28,7,4.555555556,Donor,train,32,0.0033927056827820186,0.006785411365564037,10.25,0.7592592593333333,0.9534883720930233,Yes_1,No_No_Yes_No_No,24+
2789,Yes,No,No,No,No,1,5,No,8,1318,399,458,8,25,40.0,10.0,10.0,32,2,8.0,Donor,train,40,0.0037936267071320183,0.006069802731411229,8.0,0.8,1.6,No_1,Yes_No_No_No_No,24+
2790,No,No,Yes,No,Yes,1,2,Yes,8,699,328,375,17,66,73.0,5.0,4.0,28,10,4.5625,No Donor,train,16,0.002861230329041488,0.011444921316165951,36.5,0.9125,1.106060606060606,Yes_1,No_No_Yes_No_Yes,24+
2791,No,No,No,Yes,Yes,1,4,No,8,2382,475,515,2,16,15.0,15.0,15.0,36,5,15.0,No Donor,train,32,0.0016792611251049538,0.0033585222502099076,3.75,1.0,0.9375,Yes_1,No_No_No_Yes_No,24+
2792,No,No,Yes,No,Yes,1,4,No,8,417,255,277,16,25,35.0,10.0,10.0,29,4,8.75,Donor,train,32,0.009592326139088728,0.019184652278177457,8.75,0.875,1.4,Yes_1,No_No_Yes_No_No,24+
2793,Yes,No,No,No,Yes,1,4,No,4,1162,559,646,4,78,205.0,15.0,10.0,36,8,10.78947368,No Donor,train,16,0.0034423407917383822,0.0034423407917383822,51.25,0.7192982453333333,2.628205128205128,Yes_1,Yes_No_No_No_No,24+
2794,No,Yes,No,No,Yes,1,3,Yes,8,646,450,471,13,73,135.0,18.0,11.0,30,26,8.4375,Donor,dev,24,0.0046439628482972135,0.01238390092879257,45.0,0.46875,1.8493150684931507,Yes_1,No_Yes_No_No_Yes,24+
2795,No,No,No,Yes,Yes,1,5,No,2,795,437,451,7,72,112.0,12.0,5.0,30,4,6.588235294,Donor,dev,10,0.006289308176100629,0.0025157232704402514,22.4,0.5490196078333334,1.5555555555555556,Yes_1,No_No_No_Yes_No,24+
2796,No,Yes,No,No,Yes,1,5,No,8,278,208,247,30,24,94.0,17.0,17.0,30,10,15.66666667,No Donor,train,40,0.017985611510791366,0.02877697841726619,18.8,0.9215686276470588,3.9166666666666665,Yes_1,No_Yes_No_No_No,24+
2797,No,No,No,Yes,Yes,1,4,Yes,5,634,292,332,4,74,220.0,19.0,19.0,29,17,14.66666667,No Donor,dev,20,0.006309148264984227,0.007886435331230283,55.0,0.7719298247368421,2.972972972972973,Yes_1,No_No_No_Yes_Yes,24+
2798,No,Yes,No,No,Yes,2,2,No,8,565,342,384,16,31,97.0,15.0,10.0,30,2,8.083333333,Donor,train,16,0.0035398230088495575,0.01415929203539823,48.5,0.5388888888666667,3.129032258064516,Yes_2,No_Yes_No_No_No,24+
2799,Yes,No,No,No,Yes,3,3,Yes,8,1001,416,491,9,24,32.0,11.0,6.0,28,3,8.0,No Donor,dev,24,0.002997002997002997,0.007992007992007992,10.666666666666666,0.7272727272727273,1.3333333333333333,Yes_3,Yes_No_No_No_Yes,24+
2800,No,No,Yes,No,No,1,4,Yes,5,549,300,351,23,43,94.0,7.0,6.0,28,6,4.272727273,Donor,train,20,0.007285974499089253,0.009107468123861567,23.5,0.6103896104285714,2.186046511627907,No_1,No_No_Yes_No_Yes,24+
2801,Yes,No,No,No,Yes,1,4,Yes,8,758,264,312,18,51,84.0,13.0,13.0,31,7,7.0,Donor,train,32,0.005277044854881266,0.010554089709762533,21.0,0.5384615384615384,1.6470588235294117,Yes_1,Yes_No_No_No_Yes,24+
2802,No,No,Yes,No,Yes,2,7,Yes,9,3460,1080,1035,1,53,105.0,15.0,12.0,37,1,11.66666667,No Donor,train,63,0.002023121387283237,0.002601156069364162,15.0,0.777777778,1.9811320754716981,Yes_2,No_No_Yes_No_Yes,24+
2803,No,No,No,Yes,Yes,1,4,Yes,8,2228,379,397,14,29,35.0,10.0,8.0,28,7,7.0,Donor,train,32,0.0017953321364452424,0.003590664272890485,8.75,0.7,1.206896551724138,Yes_1,No_No_No_Yes_Yes,24+
2804,No,No,No,Yes,Yes,1,2,Yes,0,913,239,288,36,69,304.0,50.0,50.0,37,4,25.33333333,No Donor,dev,0,0.002190580503833516,0.0,152.0,0.5066666665999999,4.405797101449275,Yes_1,No_No_No_Yes_Yes,24+
2805,Yes,No,No,No,Yes,1,5,Yes,8,1426,550,602,9,25,25.0,10.0,10.0,32,3,6.25,Donor,train,40,0.0035063113604488078,0.005610098176718092,5.0,0.625,1.0,Yes_1,Yes_No_No_No_Yes,24+
2806,No,No,No,Yes,Yes,1,4,No,4,1715,479,540,0,67,137.0,10.0,10.0,31,12,7.611111111,Donor,train,16,0.0023323615160349854,0.0023323615160349854,34.25,0.7611111111,2.044776119402985,Yes_1,No_No_No_Yes_No,24+
2807,Yes,No,No,No,Yes,1,5,Yes,4,567,304,354,20,63,98.0,25.0,25.0,33,8,10.88888889,Donor,train,20,0.008818342151675485,0.007054673721340388,19.6,0.43555555560000003,1.5555555555555556,Yes_1,Yes_No_No_No_Yes,24+
2808,No,No,No,Yes,Yes,1,4,Yes,7,2010,515,575,2,36,61.0,15.0,11.0,31,2,10.16666667,No Donor,train,28,0.001990049751243781,0.003482587064676617,15.25,0.6777777779999999,1.6944444444444444,Yes_1,No_No_No_Yes_Yes,24+
2809,No,Yes,No,No,Yes,1,1,Yes,5,594,322,378,20,53,77.0,15.0,10.0,29,24,11.0,No Donor,dev,5,0.0016835016835016834,0.008417508417508417,77.0,0.7333333333333333,1.4528301886792452,Yes_1,No_Yes_No_No_Yes,24+
2810,No,No,No,Yes,Yes,1,4,Yes,5,3011,307,384,18,56,103.0,15.0,5.0,30,4,7.923076923,Donor,train,20,0.001328462304882099,0.0016605778811026237,25.75,0.5282051282,1.8392857142857142,Yes_1,No_No_No_Yes_Yes,24+
2811,No,No,No,Yes,Yes,1,7,No,9,1654,517,601,3,55,123.0,10.0,10.0,32,1,7.6875,Donor,train,63,0.004232164449818622,0.005441354292623942,17.571428571428573,0.76875,2.2363636363636363,Yes_1,No_No_No_Yes_No,24+
2812,No,No,No,Yes,Yes,1,6,No,8,2966,644,720,1,39,144.0,20.0,18.0,28,2,12.0,No Donor,train,48,0.0020229265003371545,0.0026972353337828725,24.0,0.6,3.6923076923076925,Yes_1,No_No_No_Yes_No,24+
2813,Yes,No,No,No,Yes,1,4,No,6,898,313,386,18,79,177.0,10.0,10.0,32,5,7.375,No Donor,train,24,0.004454342984409799,0.0066815144766146995,44.25,0.7375,2.240506329113924,Yes_1,Yes_No_No_No_No,24+
2814,No,No,Yes,No,No,1,4,No,9,858,564,571,3,46,68.0,14.0,4.0,32,6,8.5,Donor,dev,36,0.004662004662004662,0.01048951048951049,17.0,0.6071428571428571,1.4782608695652173,No_1,No_No_Yes_No_No,24+
2815,No,Yes,No,No,Yes,1,4,No,8,613,353,373,13,25,35.0,10.0,10.0,31,11,8.75,Donor,train,32,0.0065252854812398045,0.013050570962479609,8.75,0.875,1.4,Yes_1,No_Yes_No_No_No,24+
2816,No,No,No,Yes,Yes,1,7,No,6,1888,382,435,17,98,350.0,23.0,13.0,17,35,17.5,Donor,train,42,0.003707627118644068,0.0031779661016949155,50.0,0.7608695652173914,3.5714285714285716,Yes_1,No_No_No_Yes_No,13-24
2817,No,Yes,No,No,Yes,1,4,Yes,7,717,253,312,30,84,210.5,16.0,7.0,30,2,7.25862069,No Donor,train,28,0.005578800557880056,0.009762900976290097,52.625,0.453663793125,2.505952380952381,Yes_1,No_Yes_No_No_Yes,24+
2818,No,No,No,Yes,No,1,1,No,1,917,238,249,14,97,194.0,18.0,15.0,37,5,12.125,No Donor,dev,1,0.0010905125408942203,0.0010905125408942203,194.0,0.6736111111111112,2.0,No_1,No_No_No_Yes_No,24+
2819,No,Yes,No,No,Yes,1,6,Yes,8,567,379,421,8,21,38.0,12.0,6.0,28,3,7.6,Donor,dev,48,0.010582010582010581,0.014109347442680775,6.333333333333333,0.6333333333333333,1.8095238095238095,Yes_1,No_Yes_No_No_Yes,24+
2820,Yes,No,No,No,No,1,1,Yes,8,1852,446,597,12,38,55.0,10.0,8.0,32,4,5.5,Donor,train,8,0.0005399568034557236,0.004319654427645789,55.0,0.55,1.4473684210526316,No_1,Yes_No_No_No_Yes,24+
2821,Yes,No,No,No,Yes,1,6,Yes,9,1397,609,656,3,69,124.0,12.0,10.0,36,4,7.294117647,No Donor,dev,54,0.004294917680744453,0.006442376521116679,20.666666666666668,0.60784313725,1.7971014492753623,Yes_1,Yes_No_No_No_Yes,24+
2822,No,No,No,Yes,Yes,1,6,Yes,9,2504,837,867,1,61,102.0,20.0,17.0,32,4,10.2,No Donor,train,54,0.0023961661341853034,0.003594249201277955,17.0,0.51,1.6721311475409837,Yes_1,No_No_No_Yes_Yes,24+
2823,No,No,No,Yes,No,1,1,Yes,8,1445,430,478,5,36,181.0,25.0,18.0,28,4,16.45454546,Donor,train,8,0.0006920415224913495,0.005536332179930796,181.0,0.6581818183999999,5.027777777777778,No_1,No_No_No_Yes_Yes,24+
2824,No,No,No,Yes,Yes,1,5,Yes,3,1066,323,396,8,58,186.0,18.0,15.0,30,5,11.625,Donor,train,15,0.004690431519699813,0.0028142589118198874,37.2,0.6458333333333334,3.206896551724138,Yes_1,No_No_No_Yes_Yes,24+
2825,No,No,No,Yes,Yes,1,4,Yes,8,842,464,556,3,50,107.0,10.0,10.0,31,4,5.944444444,No Donor,train,32,0.004750593824228029,0.009501187648456057,26.75,0.5944444444,2.14,Yes_1,No_No_No_Yes_Yes,24+
2826,No,No,Yes,No,Yes,1,7,Yes,8,1157,569,568,2,35,94.0,15.0,15.0,37,4,11.75,No Donor,train,56,0.006050129645635264,0.006914433880726016,13.428571428571429,0.7833333333333333,2.6857142857142855,Yes_1,No_No_Yes_No_Yes,24+
2827,Yes,No,No,No,Yes,1,5,No,8,648,315,329,15,48,60.0,15.0,15.0,37,12,6.666666667,No Donor,train,40,0.007716049382716049,0.012345679012345678,12.0,0.4444444444666667,1.25,Yes_1,Yes_No_No_No_No,24+
2828,No,No,Yes,No,No,1,1,Yes,8,366,213,253,30,64,213.0,20.0,5.0,31,2,10.65,No Donor,train,8,0.00273224043715847,0.02185792349726776,213.0,0.5325,3.328125,No_1,No_No_Yes_No_Yes,24+
2829,No,Yes,No,No,Yes,1,4,Yes,8,1246,354,425,5,60,94.0,6.0,5.0,30,13,4.476190476,Donor,train,32,0.0032102728731942215,0.006420545746388443,23.5,0.746031746,1.5666666666666667,Yes_1,No_Yes_No_No_Yes,24+
2830,No,No,No,Yes,Yes,2,7,Yes,8,4349,535,597,9,38,45.0,6.0,5.0,30,4,4.5,Donor,train,56,0.0016095654173373189,0.0018395033340997931,6.428571428571429,0.75,1.1842105263157894,Yes_2,No_No_No_Yes_Yes,24+
2831,No,No,No,Yes,Yes,1,5,Yes,8,1901,403,418,5,32,29.0,5.0,4.0,29,5,4.142857143,Donor,train,40,0.0026301946344029457,0.004208311415044713,5.8,0.8285714285999999,0.90625,Yes_1,No_No_No_Yes_Yes,24+
2832,No,No,No,Yes,Yes,1,4,No,8,694,238,262,29,39,92.0,20.0,20.0,33,4,15.33333333,Donor,train,32,0.005763688760806916,0.011527377521613832,23.0,0.7666666665,2.358974358974359,Yes_1,No_No_No_Yes_No,24+
2833,No,No,No,Yes,Yes,1,2,No,1,0,246,291,20,102,180.5,21.0,4.0,28,4,5.640625,No Donor,train,2,inf,inf,90.25,0.26860119047619047,1.7696078431372548,Yes_1,No_No_No_Yes_No,24+
2834,Yes,No,No,No,Yes,1,7,Yes,8,1497,524,652,7,15,20.0,20.0,20.0,37,5,20.0,Donor,train,56,0.004676018704074816,0.005344021376085505,2.857142857142857,1.0,1.3333333333333333,Yes_1,Yes_No_No_No_Yes,24+
2835,No,No,Yes,No,Yes,1,4,No,8,921,493,527,0,77,214.0,15.0,11.0,29,7,8.230769231,No Donor,train,32,0.004343105320304018,0.008686210640608035,53.5,0.5487179487333333,2.779220779220779,Yes_1,No_No_Yes_No_No,24+
2836,No,No,No,Yes,Yes,1,4,No,5,856,284,329,26,109,825.0,175.0,25.0,17,12,48.52941177,Donor,dev,20,0.004672897196261682,0.005841121495327103,206.25,0.2773109244,7.568807339449541,Yes_1,No_No_No_Yes_No,13-24
2837,No,No,Yes,No,Yes,1,4,Yes,1,342,190,230,39,83,384.0,12.0,10.0,30,1,7.111111111,No Donor,dev,4,0.011695906432748537,0.0029239766081871343,96.0,0.5925925925833333,4.626506024096385,Yes_1,No_No_Yes_No_Yes,24+
2838,No,No,No,Yes,Yes,1,2,Yes,8,1639,610,677,2,40,147.0,30.0,30.0,29,27,18.375,No Donor,train,16,0.0012202562538133007,0.004881025015253203,73.5,0.6125,3.675,Yes_1,No_No_No_Yes_Yes,24+
2839,Yes,No,No,No,Yes,2,5,Yes,6,792,367,413,17,37,69.0,8.0,7.0,33,2,5.307692308,Donor,train,30,0.006313131313131313,0.007575757575757576,13.8,0.6634615385,1.864864864864865,Yes_2,Yes_No_No_No_Yes,24+
2840,No,No,Yes,No,Yes,1,6,No,2,880,291,319,19,66,73.0,5.0,3.0,29,4,3.173913044,Donor,train,12,0.006818181818181818,0.0022727272727272726,12.166666666666666,0.6347826087999999,1.106060606060606,Yes_1,No_No_Yes_No_No,24+
2841,No,Yes,No,No,Yes,1,4,No,8,913,377,404,16,52,138.0,15.0,5.0,17,10,7.666666667,Donor,train,32,0.004381161007667032,0.008762322015334063,34.5,0.5111111111333334,2.6538461538461537,Yes_1,No_Yes_No_No_No,13-24
2842,No,No,Yes,No,Yes,1,4,Yes,9,2130,724,791,7,73,189.0,25.0,20.0,36,2,15.75,No Donor,train,36,0.0018779342723004694,0.004225352112676056,47.25,0.63,2.589041095890411,Yes_1,No_No_Yes_No_Yes,24+
2843,Yes,No,No,No,Yes,1,2,Yes,8,1040,366,437,7,27,110.0,50.0,50.0,37,4,36.66666667,No Donor,dev,16,0.0019230769230769232,0.007692307692307693,55.0,0.7333333334,4.074074074074074,Yes_1,Yes_No_No_No_Yes,24+
2844,No,No,No,Yes,Yes,1,1,No,2,710,249,328,26,85,153.0,7.0,7.0,24,3,5.1,Donor,train,2,0.0014084507042253522,0.0028169014084507044,153.0,0.7285714285714285,1.8,Yes_1,No_No_No_Yes_No,13-24
2845,No,No,Yes,No,Yes,1,5,No,8,632,510,547,0,46,74.0,14.0,14.0,32,9,12.33333333,Donor,train,40,0.007911392405063292,0.012658227848101266,14.8,0.8809523807142857,1.608695652173913,Yes_1,No_No_Yes_No_No,24+
2846,No,No,No,Yes,Yes,1,1,No,8,1089,442,539,5,24,26.0,16.0,16.0,37,11,13.0,No Donor,train,8,0.0009182736455463728,0.0073461891643709825,26.0,0.8125,1.0833333333333333,Yes_1,No_No_No_Yes_No,24+
2847,No,No,No,Yes,No,1,2,No,2,418,256,380,12,84,235.0,16.0,16.0,31,9,13.82352941,Donor,train,4,0.004784688995215311,0.004784688995215311,117.5,0.863970588125,2.7976190476190474,No_1,No_No_No_Yes_No,24+
2848,No,No,Yes,No,Yes,1,4,Yes,8,800,448,516,0,30,59.0,5.0,4.0,29,9,3.470588235,No Donor,train,32,0.005,0.01,14.75,0.694117647,1.9666666666666666,Yes_1,No_No_Yes_No_Yes,24+
2849,No,Yes,No,No,Yes,1,4,Yes,0,555,399,395,16,81,199.0,13.0,6.0,30,3,6.862068966,Donor,train,0,0.007207207207207207,0.0,49.75,0.5278514589230769,2.45679012345679,Yes_1,No_Yes_No_No_Yes,24+
2850,No,No,No,Yes,Yes,1,4,No,8,727,364,406,9,23,40.0,20.0,8.0,28,5,10.0,Donor,train,32,0.005502063273727648,0.011004126547455296,10.0,0.5,1.7391304347826086,Yes_1,No_No_No_Yes_No,24+
2851,Yes,No,No,No,Yes,1,3,No,8,723,377,419,11,53,78.0,11.0,10.0,28,2,7.8,No Donor,train,24,0.004149377593360996,0.011065006915629323,26.0,0.7090909090909091,1.471698113207547,Yes_1,Yes_No_No_No_No,24+
2852,No,No,Yes,No,No,1,2,No,6,1274,460,509,5,57,85.0,15.0,15.0,31,13,14.16666667,No Donor,dev,12,0.0015698587127158557,0.004709576138147566,42.5,0.9444444446666667,1.4912280701754386,No_1,No_No_Yes_No_No,24+
2853,No,No,No,Yes,Yes,1,4,No,1,1131,284,342,20,79,251.0,8.0,6.0,31,5,5.837209302,No Donor,train,4,0.0035366931918656055,0.0008841732979664014,62.75,0.72965116275,3.1772151898734178,Yes_1,No_No_No_Yes_No,24+
2854,No,No,No,Yes,No,1,3,Yes,4,609,313,337,18,65,139.0,15.0,10.0,36,12,9.928571429,No Donor,train,12,0.0049261083743842365,0.006568144499178982,46.333333333333336,0.6619047619333334,2.1384615384615384,No_1,No_No_No_Yes_Yes,24+
2855,No,No,No,Yes,Yes,1,7,No,8,3704,671,793,0,20,20.0,15.0,15.0,37,5,10.0,Donor,train,56,0.0018898488120950325,0.0021598272138228943,2.857142857142857,0.6666666666666666,1.0,Yes_1,No_No_No_Yes_No,24+
2856,No,No,No,Yes,Yes,1,4,No,8,731,278,341,17,25,36.0,11.0,10.0,32,6,9.0,Donor,dev,32,0.005471956224350205,0.01094391244870041,9.0,0.8181818181818182,1.44,Yes_1,No_No_No_Yes_No,24+
2857,No,Yes,No,No,Yes,1,2,No,8,729,403,440,11,80,296.0,21.0,20.0,37,7,12.86956522,No Donor,train,16,0.0027434842249657062,0.010973936899862825,148.0,0.6128364390476191,3.7,Yes_1,No_Yes_No_No_No,24+
2858,No,No,No,Yes,Yes,1,4,Yes,4,1701,377,440,8,38,108.0,15.0,10.0,29,3,6.352941177,Donor,train,16,0.0023515579071134627,0.0023515579071134627,27.0,0.4235294118,2.8421052631578947,Yes_1,No_No_No_Yes_Yes,24+
2859,No,No,No,Yes,Yes,1,2,Yes,8,422,289,319,27,23,26.0,15.0,15.0,37,2,8.666666667,Donor,train,16,0.004739336492890996,0.018957345971563982,13.0,0.5777777778,1.1304347826086956,Yes_1,No_No_No_Yes_Yes,24+
2860,Yes,No,No,No,Yes,1,5,Yes,8,628,257,300,17,56,121.0,11.0,5.0,18,5,8.642857143,Donor,train,40,0.007961783439490446,0.012738853503184714,24.2,0.7857142857272728,2.1607142857142856,Yes_1,Yes_No_No_No_Yes,13-24
2861,Yes,No,No,No,Yes,1,2,Yes,8,690,215,262,22,36,69.5,15.0,10.0,28,10,8.6875,Donor,train,16,0.002898550724637681,0.011594202898550725,34.75,0.5791666666666667,1.9305555555555556,Yes_1,Yes_No_No_No_Yes,24+
2862,No,Yes,No,No,No,1,3,Yes,7,537,348,366,12,83,236.0,20.0,15.0,29,3,8.428571429,No Donor,dev,21,0.00558659217877095,0.01303538175046555,78.66666666666667,0.42142857145,2.8433734939759034,No_1,No_Yes_No_No_Yes,24+
2863,No,Yes,No,No,No,1,4,Yes,8,547,375,375,3,24,33.0,10.0,7.0,29,4,5.5,Donor,train,32,0.007312614259597806,0.014625228519195612,8.25,0.55,1.375,No_1,No_Yes_No_No_Yes,24+
2864,No,No,Yes,No,No,1,2,Yes,8,401,325,379,20,54,104.0,10.0,6.0,19,1,6.933333333,Donor,train,16,0.004987531172069825,0.0199501246882793,52.0,0.6933333333,1.9259259259259258,No_1,No_No_Yes_No_Yes,13-24
2865,No,Yes,No,No,Yes,1,2,Yes,2,556,285,297,19,57,122.0,20.0,20.0,37,2,13.55555556,No Donor,train,4,0.0035971223021582736,0.0035971223021582736,61.0,0.677777778,2.1403508771929824,Yes_1,No_Yes_No_No_Yes,24+
2866,No,Yes,No,No,Yes,2,7,No,9,1142,474,542,5,50,142.0,40.0,40.0,29,8,23.66666667,Donor,train,63,0.006129597197898424,0.00788091068301226,20.285714285714285,0.59166666675,2.84,Yes_2,No_Yes_No_No_No,24+
2867,Yes,No,No,No,Yes,1,4,Yes,7,1028,418,494,5,60,218.0,11.0,10.0,36,4,7.785714286,Donor,train,28,0.0038910505836575876,0.006809338521400778,54.5,0.7077922078181819,3.6333333333333333,Yes_1,Yes_No_No_No_Yes,24+
2868,Yes,No,No,No,Yes,1,4,Yes,8,454,193,260,39,25,50.0,20.0,20.0,30,7,16.66666667,Donor,train,32,0.00881057268722467,0.01762114537444934,12.5,0.8333333335,2.0,Yes_1,Yes_No_No_No_Yes,24+
2869,No,Yes,No,No,Yes,1,6,Yes,3,431,323,348,11,63,82.0,16.0,16.0,37,12,9.111111111,No Donor,train,18,0.013921113689095127,0.0069605568445475635,13.666666666666666,0.5694444444375,1.3015873015873016,Yes_1,No_Yes_No_No_Yes,24+
2870,No,No,No,Yes,Yes,1,7,No,7,3413,509,604,8,37,47.0,15.0,15.0,36,5,11.75,No Donor,train,49,0.0020509815411661296,0.0020509815411661296,6.714285714285714,0.7833333333333333,1.2702702702702702,Yes_1,No_No_No_Yes_No,24+
2871,No,No,No,Yes,Yes,1,3,No,8,472,300,311,4,13,15.0,15.0,15.0,32,5,15.0,Donor,train,24,0.006355932203389831,0.01694915254237288,5.0,1.0,1.1538461538461537,Yes_1,No_No_No_Yes_No,24+
2872,Yes,No,No,No,Yes,1,7,No,8,1803,350,406,24,62,138.0,20.0,20.0,37,7,12.54545455,No Donor,train,56,0.003882418191902385,0.004437049362174155,19.714285714285715,0.6272727275000001,2.225806451612903,Yes_1,Yes_No_No_No_No,24+
2873,No,No,Yes,No,No,1,5,Yes,3,383,224,260,27,109,723.0,30.0,13.0,30,5,14.17647059,No Donor,train,15,0.013054830287206266,0.007832898172323759,144.6,0.4725490196666666,6.63302752293578,No_1,No_No_Yes_No_Yes,24+
2874,Yes,No,No,No,No,1,3,Yes,8,1051,227,292,30,48,65.0,10.0,8.0,28,15,6.5,No Donor,train,24,0.0028544243577545195,0.007611798287345386,21.666666666666668,0.65,1.3541666666666667,No_1,Yes_No_No_No_Yes,24+
2875,No,No,No,Yes,Yes,1,6,Yes,8,2262,878,898,0,18,32.0,17.0,17.0,29,5,16.0,No Donor,train,48,0.002652519893899204,0.0035366931918656055,5.333333333333333,0.9411764705882353,1.7777777777777777,Yes_1,No_No_No_Yes_Yes,24+
2876,No,Yes,No,No,No,1,6,Yes,2,853,462,509,7,115,487.0,25.0,20.0,34,2,13.16216216,No Donor,train,12,0.007033997655334115,0.0023446658851113715,81.16666666666667,0.5264864864,4.234782608695652,No_1,No_Yes_No_No_Yes,24+
2877,No,No,Yes,No,No,2,5,No,9,2188,797,875,3,42,85.0,15.0,15.0,31,2,10.625,Donor,train,45,0.0022851919561243145,0.004113345521023766,17.0,0.7083333333333334,2.0238095238095237,No_2,No_No_Yes_No_No,24+
2878,No,No,No,Yes,No,1,5,Yes,8,676,365,393,4,24,56.0,20.0,14.0,28,3,14.0,No Donor,train,40,0.0073964497041420114,0.011834319526627219,11.2,0.7,2.3333333333333335,No_1,No_No_No_Yes_Yes,24+
2879,Yes,No,No,No,Yes,1,4,Yes,8,644,361,365,11,31,66.0,12.0,12.0,31,6,11.0,Donor,train,32,0.006211180124223602,0.012422360248447204,16.5,0.9166666666666666,2.129032258064516,Yes_1,Yes_No_No_No_Yes,24+
2880,No,No,Yes,No,Yes,1,4,Yes,6,277,147,160,51,84,435.0,17.0,11.0,30,9,9.0625,Donor,train,24,0.01444043321299639,0.021660649819494584,108.75,0.5330882352941176,5.178571428571429,Yes_1,No_No_Yes_No_Yes,24+
2881,No,No,No,Yes,Yes,1,6,No,8,1464,308,380,14,28,51.0,10.0,10.0,28,2,7.285714286,Donor,train,48,0.004098360655737705,0.00546448087431694,8.5,0.7285714286,1.8214285714285714,Yes_1,No_No_No_Yes_No,24+
2882,No,Yes,No,No,Yes,2,5,No,8,605,466,473,6,44,101.0,6.0,6.0,31,3,4.590909091,Donor,train,40,0.008264462809917356,0.013223140495867768,20.2,0.7651515151666667,2.2954545454545454,Yes_2,No_Yes_No_No_No,24+
2883,No,No,No,Yes,Yes,2,3,No,8,701,261,285,20,28,31.0,6.0,5.0,30,2,5.166666667,No Donor,train,24,0.0042796005706134095,0.011412268188302425,10.333333333333334,0.8611111111666667,1.1071428571428572,Yes_2,No_No_No_Yes_No,24+
2884,No,No,Yes,No,Yes,1,3,Yes,8,315,259,312,21,27,49.0,15.0,12.0,31,6,12.25,No Donor,train,24,0.009523809523809525,0.025396825396825397,16.333333333333332,0.8166666666666667,1.8148148148148149,Yes_1,No_No_Yes_No_Yes,24+
2885,No,Yes,No,No,Yes,1,5,Yes,8,855,516,534,0,15,15.0,15.0,15.0,37,5,15.0,No Donor,dev,40,0.005847953216374269,0.00935672514619883,3.0,1.0,1.0,Yes_1,No_Yes_No_No_Yes,24+
