,zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target,type
2367,No,Yes,No,No,Yes,1,4,No,8,572,411,406,5,23,49.0,17.0,17.0,29,6,16.33333333,Donor,train
2368,No,Yes,No,No,Yes,1,6,Yes,8,1051,474,540,8,23,75.0,25.0,25.0,28,5,25.0,No Donor,dev
2369,No,No,No,Yes,Yes,1,4,Yes,0,414,190,197,40,76,383.0,15.0,13.0,29,7,10.07894737,No Donor,train
2370,No,No,No,Yes,Yes,1,4,Yes,8,1375,279,203,40,34,57.0,25.0,25.0,37,6,14.25,Donor,dev
2371,No,No,No,Yes,Yes,1,4,Yes,8,481,276,304,25,24,37.0,12.0,12.0,32,1,7.4,No Donor,train
2372,No,Yes,No,No,Yes,1,4,Yes,2,430,279,315,18,77,143.0,15.0,0.0,24,6,9.533333333,Donor,train
2373,No,No,Yes,No,Yes,1,4,No,8,0,0,0,0,19,25.0,25.0,25.0,37,5,25.0,No Donor,train
2374,No,No,No,Yes,Yes,1,4,Yes,3,950,324,331,22,99,727.0,20.0,11.0,37,5,9.95890411,No Donor,train
2375,No,No,No,Yes,Yes,1,4,Yes,1,1366,250,276,32,55,91.0,10.0,5.0,28,4,6.5,No Donor,dev
2376,No,Yes,No,No,No,1,1,Yes,8,812,425,464,7,57,174.0,25.0,25.0,36,2,17.4,No Donor,train
2377,No,No,Yes,No,Yes,3,5,Yes,8,367,294,341,13,29,35.0,25.0,25.0,37,9,17.5,No Donor,dev
2378,No,Yes,No,No,No,1,5,Yes,8,601,176,203,44,23,38.0,21.0,7.0,28,4,9.5,No Donor,train
2379,No,Yes,No,No,Yes,1,4,Yes,1,455,243,293,28,94,168.0,10.0,7.0,33,4,6.461538462,Donor,train
2380,No,No,No,Yes,No,1,1,Yes,8,2966,503,511,13,19,40.0,20.0,20.0,32,4,20.0,No Donor,train
2381,No,Yes,No,No,Yes,1,4,No,3,379,220,255,24,44,126.0,10.0,10.0,37,6,8.4,No Donor,train
2382,No,No,No,Yes,Yes,1,4,No,8,1239,348,452,6,18,25.0,25.0,25.0,37,5,25.0,No Donor,train
2383,Yes,No,No,No,Yes,1,6,Yes,8,2085,755,797,3,50,85.0,5.0,5.0,32,6,4.722222222,Donor,train
2384,No,No,No,Yes,Yes,1,3,No,4,1157,405,422,10,35,52.0,13.0,12.0,31,5,8.666666667,No Donor,train
2385,No,No,Yes,No,Yes,1,7,Yes,9,874,601,629,3,73,231.0,35.0,30.0,28,4,19.25,Donor,train
2386,Yes,No,No,No,No,1,4,Yes,8,1159,494,542,8,24,32.0,7.0,5.0,29,2,5.333333333,No Donor,dev
2387,No,No,No,Yes,Yes,1,4,No,8,1940,266,308,17,33,93.0,8.0,8.0,30,2,6.2,No Donor,train
2388,No,No,No,Yes,Yes,1,6,Yes,6,1895,458,490,6,42,123.0,12.0,8.0,37,2,7.6875,Donor,train
2389,No,No,Yes,No,Yes,1,4,Yes,8,779,316,330,27,23,34.0,10.0,9.0,28,4,8.5,No Donor,dev
2390,Yes,No,No,No,Yes,1,4,No,8,577,288,319,16,36,133.0,15.0,15.0,28,3,11.08333333,No Donor,train
2391,No,No,No,Yes,Yes,1,4,No,8,1740,281,327,13,24,55.0,30.0,30.0,31,6,27.5,Donor,train
2392,No,No,Yes,No,Yes,1,6,Yes,7,636,340,361,10,54,92.0,12.0,10.0,31,2,9.2,No Donor,train
2393,Yes,No,No,No,No,1,1,Yes,8,1642,460,569,11,30,91.0,25.0,25.0,28,2,18.2,No Donor,train
2394,No,No,No,Yes,Yes,1,4,Yes,8,2015,439,475,6,74,132.5,8.0,5.0,31,4,5.3,Donor,train
2395,No,No,No,Yes,Yes,1,4,Yes,4,868,491,585,6,66,125.0,15.0,12.0,37,3,9.615384615,No Donor,dev
2396,No,No,No,Yes,Yes,1,4,Yes,8,2628,417,444,17,21,25.0,20.0,20.0,29,8,12.5,Donor,train
2397,No,No,Yes,No,Yes,1,5,Yes,8,770,271,356,23,25,40.0,20.0,15.0,29,8,13.33333333,Donor,train
2398,No,No,Yes,No,Yes,1,2,Yes,7,938,394,435,13,74,89.0,10.0,10.0,29,4,5.5625,Donor,train
2399,No,No,Yes,No,Yes,1,6,Yes,7,1127,384,560,14,85,419.0,18.0,13.0,32,0,8.729166667,Donor,dev
2400,No,No,Yes,No,Yes,1,4,Yes,9,550,187,203,36,87,300.0,25.0,10.0,28,0,16.66666667,No Donor,train
2401,Yes,No,No,No,Yes,1,4,Yes,8,245,91,130,64,34,50.0,10.0,10.0,35,4,6.25,Donor,train
2402,No,No,No,Yes,No,1,2,No,8,705,305,312,16,17,25.0,15.0,15.0,30,6,12.5,Donor,train
2403,No,No,No,Yes,Yes,1,2,Yes,8,2330,324,371,20,35,42.0,20.0,20.0,36,11,14.0,No Donor,train
2404,No,No,Yes,No,Yes,1,3,Yes,8,851,394,417,18,38,61.0,21.0,15.0,31,11,15.25,Donor,train
2405,Yes,No,No,No,No,1,1,Yes,8,742,332,385,10,35,105.0,30.0,25.0,33,24,21.0,No Donor,train
2406,Yes,No,No,No,Yes,1,5,Yes,8,1513,502,604,7,49,63.0,25.0,25.0,36,15,7.875,Donor,dev
2407,No,No,No,Yes,Yes,1,7,No,5,689,280,326,31,58,190.0,15.0,10.0,37,3,9.5,Donor,train
2408,Yes,No,No,No,Yes,2,4,Yes,3,860,282,312,16,37,104.0,15.0,10.0,31,14,10.4,Donor,train
2409,No,Yes,No,No,Yes,1,7,Yes,8,881,422,527,11,59,64.04,13.0,13.0,37,15,5.821818182,Donor,train
2410,No,Yes,No,No,Yes,1,4,No,8,639,360,400,10,13,15.0,15.0,15.0,36,5,15.0,No Donor,train
2411,No,No,Yes,No,Yes,1,3,Yes,7,634,429,426,8,64,72.5,10.0,10.0,30,8,5.576923077,Donor,dev
2412,No,No,Yes,No,Yes,1,4,Yes,8,917,560,573,0,19,25.0,25.0,25.0,37,5,25.0,No Donor,train
2413,No,No,No,Yes,No,1,1,Yes,0,1823,195,257,36,108,682.0,25.0,10.0,29,12,12.4,No Donor,train
2414,No,No,No,Yes,No,1,2,No,8,406,308,327,12,27,30.0,15.0,15.0,36,4,10.0,No Donor,train
2415,No,No,No,Yes,Yes,1,7,Yes,8,2976,670,744,0,77,133.0,20.0,20.0,36,18,12.09090909,Donor,train
2416,No,No,Yes,No,No,1,4,No,8,947,342,494,12,21,30.0,10.0,10.0,34,1,10.0,No Donor,train
2417,Yes,No,No,No,Yes,2,2,No,8,388,194,211,32,25,35.0,10.0,6.0,32,1,7.0,No Donor,train
2418,No,No,Yes,No,Yes,1,4,Yes,2,471,197,263,38,38,47.0,10.0,10.0,29,6,5.875,No Donor,dev
2419,No,No,Yes,No,Yes,1,6,Yes,9,1451,575,662,3,67,107.0,10.0,10.0,30,15,8.230769231,Donor,train
2420,No,No,No,Yes,Yes,1,2,Yes,8,1069,434,459,5,51,85.0,12.0,5.0,35,4,5.3125,No Donor,train
2421,No,No,Yes,No,Yes,1,5,Yes,8,843,429,473,4,81,175.0,10.0,6.0,28,6,4.069767442,Donor,train
2422,Yes,No,No,No,Yes,3,6,Yes,8,617,288,317,15,35,105.0,25.0,25.0,30,3,13.125,No Donor,dev
2423,No,No,No,Yes,Yes,1,4,No,4,0,0,0,0,66,133.75,17.5,17.5,30,2,8.359375,No Donor,train
2424,Yes,No,No,No,No,1,5,Yes,8,602,314,354,19,52,75.0,9.0,8.0,31,3,7.5,Donor,train
2425,No,No,No,Yes,Yes,1,6,Yes,8,578,258,315,28,22,40.0,20.0,20.0,37,7,20.0,Donor,train
2426,No,No,Yes,No,Yes,1,1,No,4,395,239,272,21,77,246.0,28.0,28.0,30,4,10.69565217,No Donor,train
2427,Yes,No,No,No,Yes,1,4,Yes,8,625,303,348,20,36,62.0,15.0,10.0,31,3,8.857142857,No Donor,train
2428,No,No,No,Yes,Yes,1,5,No,5,888,326,360,16,38,73.0,26.0,26.0,33,14,18.25,No Donor,train
2429,No,No,No,Yes,Yes,1,4,Yes,8,5888,1496,1273,0,63,112.0,20.0,11.0,19,3,10.18181818,Donor,train
2430,No,No,Yes,No,Yes,1,2,No,4,205,345,363,5,80,112.0,12.0,11.0,32,10,8.615384615,Donor,train
2431,Yes,No,No,No,Yes,1,4,Yes,8,560,315,335,21,28,33.0,10.0,7.0,35,2,6.6,Donor,train
2432,No,No,No,Yes,Yes,1,5,Yes,3,563,414,430,9,60,80.0,7.0,5.0,30,7,5.333333333,Donor,dev
2433,No,No,Yes,No,Yes,1,1,Yes,1,307,163,185,44,73,150.0,7.0,5.0,29,7,4.838709677,Donor,train
2434,No,No,No,Yes,Yes,1,4,Yes,7,815,416,476,2,63,220.0,20.0,10.0,32,9,12.22222222,Donor,train
2435,No,No,Yes,No,Yes,1,3,Yes,7,739,416,405,5,122,163.0,11.0,10.0,27,8,4.794117647,No Donor,train
2436,No,No,No,Yes,Yes,1,4,Yes,8,973,366,381,6,18,15.0,15.0,15.0,37,5,15.0,Donor,train
2437,No,Yes,No,No,Yes,1,4,Yes,8,557,381,323,21,109,601.0,25.0,16.0,36,14,13.65909091,Donor,dev
2438,No,No,No,Yes,Yes,1,6,Yes,3,679,316,339,12,41,72.0,21.0,21.0,37,12,12.0,No Donor,train
2439,No,No,No,Yes,Yes,1,4,Yes,8,2601,308,348,16,63,96.0,30.0,20.0,34,10,13.71428571,Donor,dev
2440,No,No,No,Yes,Yes,1,7,Yes,8,5908,1500,1152,6,23,200.0,100.0,100.0,28,5,66.66666667,No Donor,train
2441,No,No,No,Yes,No,1,2,Yes,8,692,197,243,32,33,69.0,20.0,10.0,28,2,9.857142857,Donor,train
2442,No,No,Yes,No,No,1,5,Yes,3,719,310,439,9,77,152.0,15.0,10.0,33,1,8.941176471,No Donor,train
2443,No,No,No,Yes,No,1,2,Yes,8,780,453,503,6,20,20.0,10.0,5.0,32,4,6.666666667,Donor,train
2444,No,No,Yes,No,Yes,1,4,No,8,497,283,320,25,24,48.0,20.0,13.0,28,4,12.0,Donor,train
2445,Yes,No,No,No,No,1,6,No,4,721,269,333,23,67,111.0,20.0,20.0,36,2,9.25,Donor,train
2446,No,Yes,No,No,Yes,1,2,No,8,852,441,469,7,63,64.0,10.0,10.0,31,14,4.266666667,Donor,train
2447,Yes,No,No,No,Yes,1,2,No,8,603,297,343,14,58,71.0,15.0,15.0,37,6,8.875,No Donor,train
2448,No,No,No,Yes,No,1,2,Yes,5,1838,393,431,14,60,157.0,18.0,15.0,27,3,7.476190476,No Donor,train
2449,No,No,Yes,No,No,1,4,No,8,508,239,292,28,29,29.0,6.0,5.0,29,4,4.833333333,Donor,train
2450,No,No,Yes,No,Yes,1,4,No,8,644,223,277,29,29,41.0,16.0,15.0,33,9,13.66666667,No Donor,train
2451,No,No,No,Yes,Yes,1,6,Yes,7,3337,516,597,4,61,121.0,23.0,23.0,36,11,17.28571429,No Donor,train
2452,No,No,Yes,No,Yes,2,7,No,9,1165,742,761,2,58,83.0,12.0,12.0,31,8,8.3,Donor,train
2453,No,No,No,Yes,Yes,1,7,Yes,7,1095,462,459,11,62,153.0,20.0,20.0,36,24,17.0,Donor,train
2454,No,Yes,No,No,Yes,1,4,Yes,8,562,348,393,7,34,63.0,25.0,25.0,31,2,10.5,No Donor,train
2455,Yes,No,No,No,Yes,1,5,Yes,8,641,306,354,20,20,35.0,35.0,35.0,37,5,35.0,No Donor,train
2456,No,No,No,Yes,Yes,1,4,Yes,2,621,215,242,21,81,282.0,25.0,24.0,28,3,14.1,Donor,train
2457,No,Yes,No,No,Yes,2,7,No,8,1100,469,528,7,15,20.0,20.0,20.0,37,5,20.0,No Donor,dev
2458,Yes,No,No,No,Yes,1,5,Yes,8,444,287,327,14,41,66.0,7.0,6.0,34,15,6.0,No Donor,dev
2459,No,No,Yes,No,Yes,1,2,Yes,8,347,308,317,29,12,15.0,15.0,15.0,33,5,15.0,Donor,train
2460,No,No,No,Yes,Yes,1,4,No,5,425,222,288,25,68,145.0,20.0,20.0,36,10,13.18181818,No Donor,train
2461,No,No,No,Yes,No,1,2,No,8,652,225,289,29,23,26.0,16.0,16.0,30,7,13.0,Donor,train
2462,No,Yes,No,No,Yes,1,4,Yes,8,456,290,295,22,34,67.0,10.0,5.0,32,5,5.583333333,No Donor,train
2463,No,No,No,Yes,Yes,1,3,No,8,1868,324,380,12,28,31.0,10.0,10.0,32,3,5.166666667,Donor,dev
2464,No,No,No,Yes,Yes,1,7,No,6,2047,465,524,7,43,56.0,15.0,15.0,36,12,9.333333333,No Donor,train
2465,No,No,Yes,No,Yes,1,4,Yes,8,639,293,316,25,22,30.0,20.0,20.0,35,6,15.0,No Donor,train
2466,No,Yes,No,No,No,1,5,Yes,8,462,255,283,44,26,35.0,10.0,10.0,29,8,8.75,No Donor,train
2467,No,No,No,Yes,Yes,1,3,Yes,1,664,326,355,19,68,194.0,12.0,10.0,30,7,8.434782609,Donor,dev
2468,No,No,No,Yes,Yes,1,4,No,8,2062,519,568,2,15,15.0,15.0,15.0,37,5,15.0,No Donor,train
2469,No,No,Yes,No,Yes,1,4,No,8,313,251,314,23,19,30.0,10.0,10.0,28,4,10.0,Donor,train
2470,No,No,No,Yes,Yes,1,4,Yes,3,1538,441,485,5,48,68.0,10.0,10.0,31,20,6.8,Donor,train
2471,No,Yes,No,No,Yes,1,4,Yes,0,394,172,211,46,93,237.0,15.0,10.0,18,3,9.875,No Donor,dev
2472,No,No,No,Yes,Yes,1,2,Yes,2,920,363,387,8,53,66.0,10.0,10.0,29,10,5.5,No Donor,dev
2473,No,No,Yes,No,No,1,5,Yes,5,1445,482,539,4,62,116.0,13.0,4.0,31,8,8.923076923,No Donor,dev
2474,No,No,Yes,No,No,1,2,Yes,4,514,268,302,21,97,216.0,16.0,11.0,30,3,9.0,Donor,train
2475,No,No,No,Yes,No,1,7,Yes,7,801,338,427,8,56,109.0,11.0,10.0,31,9,6.411764706,Donor,train
2476,No,Yes,No,No,Yes,1,4,No,8,461,296,327,25,23,30.0,10.0,10.0,31,2,6.0,No Donor,train
2477,No,No,No,Yes,Yes,1,3,No,9,3686,828,903,1,75,299.0,15.0,14.0,31,19,11.5,No Donor,dev
2478,Yes,No,No,No,Yes,1,4,Yes,7,728,300,340,6,55,105.0,15.0,15.0,36,27,13.125,Donor,train
2479,No,Yes,No,No,Yes,1,3,Yes,8,536,299,332,13,33,62.0,17.0,17.0,33,12,15.5,No Donor,train
2480,No,Yes,No,No,Yes,1,4,Yes,8,845,338,376,13,23,20.0,15.0,15.0,36,14,10.0,Donor,dev
2481,No,No,No,Yes,Yes,1,3,Yes,8,868,382,435,8,46,66.0,10.0,5.0,28,11,4.4,No Donor,train
2482,Yes,No,No,No,No,1,2,No,5,379,238,250,25,77,137.0,10.0,5.0,29,3,4.151515152,No Donor,train
2483,No,Yes,No,No,No,1,2,Yes,0,641,164,228,44,86,216.0,15.0,10.0,26,8,8.307692308,No Donor,train
2484,No,No,No,Yes,Yes,1,4,No,8,444,203,228,36,37,62.0,7.0,5.0,29,5,5.636363636,Donor,train
2485,Yes,No,No,No,Yes,1,1,Yes,8,702,238,321,19,71,208.0,11.0,9.0,30,6,7.428571429,Donor,train
2486,No,No,Yes,No,Yes,1,4,No,2,1089,488,601,4,82,192.0,7.0,5.0,28,4,4.571428571,No Donor,dev
2487,No,Yes,No,No,No,1,3,No,8,609,344,382,5,22,22.0,10.0,7.0,30,4,7.333333333,No Donor,train
2488,Yes,No,No,No,Yes,1,4,Yes,8,442,281,313,25,30,37.0,8.0,5.0,31,4,5.285714286,Donor,train
2489,Yes,No,No,No,Yes,1,2,No,8,743,240,287,19,28,38.0,15.0,15.0,31,11,7.6,No Donor,train
2490,No,No,Yes,No,Yes,1,6,No,9,1267,560,612,4,54,81.0,15.0,15.0,33,15,10.125,Donor,dev
2491,Yes,No,No,No,Yes,1,4,Yes,9,2332,515,670,6,41,73.0,15.0,15.0,31,13,8.111111111,Donor,train
2492,Yes,No,No,No,Yes,1,2,No,8,439,259,286,25,62,59.0,6.0,4.0,29,3,3.6875,Donor,train
2493,No,No,No,Yes,No,1,3,No,0,473,215,259,27,44,103.0,15.0,14.0,28,14,6.866666667,Donor,train
2494,No,No,No,Yes,Yes,1,4,Yes,0,576,223,253,26,70,137.0,15.0,14.0,33,2,8.058823529,Donor,train
2495,No,No,No,Yes,Yes,1,7,Yes,8,4562,608,685,12,58,177.0,25.0,20.0,37,13,14.75,Donor,train
2496,No,Yes,No,No,No,1,5,No,8,441,337,372,20,29,35.0,15.0,15.0,31,10,11.66666667,Donor,dev
2497,No,No,Yes,No,Yes,1,4,Yes,7,954,234,263,13,33,232.0,30.0,30.0,29,4,21.09090909,Donor,train
2498,No,Yes,No,No,No,1,1,No,5,546,385,423,12,73,140.0,20.0,10.0,31,4,7.0,Donor,train
2499,No,Yes,No,No,Yes,1,5,Yes,2,1007,502,515,8,82,95.0,5.0,5.0,37,9,3.518518519,Donor,dev
2500,No,Yes,No,No,Yes,1,4,Yes,8,1113,590,643,1,23,21.0,16.0,16.0,37,8,10.5,No Donor,train
2501,Yes,No,No,No,Yes,1,7,No,8,1932,639,817,2,62,543.0,100.0,100.0,27,3,77.57142857,No Donor,train
2502,No,No,Yes,No,Yes,1,5,Yes,7,594,339,352,21,65,145.0,10.0,10.0,29,3,6.904761905,Donor,train
2503,No,No,No,Yes,Yes,1,4,No,8,3276,399,465,19,16,22.0,10.0,10.0,28,5,7.333333333,No Donor,train
2504,No,No,Yes,No,Yes,1,4,No,8,530,297,317,24,15,15.0,15.0,15.0,37,5,15.0,No Donor,dev
2505,No,No,No,Yes,Yes,1,7,No,3,1808,511,498,3,53,87.0,6.0,3.0,33,2,4.578947368,No Donor,train
2506,Yes,No,No,No,Yes,1,6,No,1,521,259,291,25,77,199.0,15.0,12.0,34,5,9.95,Donor,train
2507,No,No,No,Yes,Yes,1,3,Yes,8,1397,528,606,8,57,71.0,10.0,7.0,33,6,7.1,Donor,train
2508,Yes,No,No,No,No,4,5,Yes,8,610,312,332,20,27,27.0,7.0,4.0,32,2,4.5,No Donor,train
2509,No,No,No,Yes,Yes,1,3,Yes,7,1488,366,407,6,49,135.0,11.0,9.0,37,2,9.0,No Donor,train
2510,No,No,No,Yes,Yes,1,5,Yes,8,955,508,520,1,44,82.0,15.0,10.0,31,5,6.307692308,No Donor,dev
2511,Yes,No,No,No,Yes,1,6,Yes,8,843,314,328,3,21,28.0,11.0,7.0,29,1,7.0,Donor,train
2512,No,No,Yes,No,Yes,1,4,No,8,465,341,370,15,53,121.0,15.0,15.0,31,3,10.08333333,No Donor,train
2513,Yes,No,No,No,Yes,1,4,Yes,8,1154,351,511,7,29,39.0,6.0,5.0,29,3,4.875,Donor,dev
2514,No,No,No,Yes,Yes,1,5,No,8,457,307,338,18,24,29.0,7.0,7.0,29,3,5.8,Donor,train
2515,No,No,No,Yes,Yes,1,5,Yes,8,860,321,392,9,38,53.0,20.0,5.0,18,0,8.833333333,Donor,train
2516,No,No,No,Yes,Yes,1,5,No,8,799,423,469,10,27,30.0,20.0,10.0,30,7,15.0,Donor,train
2517,No,Yes,No,No,No,1,3,No,8,900,398,425,5,36,83.0,20.0,19.0,31,11,16.6,Donor,train
2518,Yes,No,No,No,No,4,1,Yes,8,711,323,371,14,22,46.0,20.0,10.0,30,3,11.5,Donor,train
2519,No,No,No,Yes,Yes,1,7,No,8,2882,497,555,5,31,27.0,10.0,10.0,34,3,4.5,Donor,dev
2520,No,No,Yes,No,No,1,3,Yes,5,260,264,325,17,71,135.5,5.0,4.0,28,5,3.011111111,No Donor,train
2521,No,No,No,Yes,Yes,1,6,No,5,1760,388,485,3,68,142.0,20.0,20.0,37,7,11.83333333,Donor,train
2522,Yes,No,No,No,Yes,1,3,No,8,724,345,382,11,66,137.0,12.0,12.0,32,2,7.611111111,Donor,train
2523,No,No,Yes,No,Yes,1,4,Yes,3,878,415,430,10,58,85.0,7.0,5.0,31,2,4.473684211,Donor,train
2524,No,Yes,No,No,Yes,1,4,No,8,773,512,519,3,29,33.0,7.0,7.0,31,1,5.5,No Donor,train
2525,No,No,Yes,No,No,1,1,No,8,232,120,209,57,40,100.0,8.0,6.0,33,1,5.555555556,Donor,train
2526,No,Yes,No,No,Yes,1,5,Yes,8,770,511,542,4,58,85.0,10.0,10.0,30,8,7.727272727,No Donor,train
2527,Yes,No,No,No,Yes,1,6,No,9,2377,530,667,4,44,43.0,10.0,10.0,29,1,5.375,Donor,train
2528,No,No,No,Yes,Yes,1,4,Yes,1,634,344,362,13,58,88.0,15.0,15.0,31,12,8.0,Donor,train
2529,No,No,No,Yes,Yes,1,5,Yes,4,979,353,439,6,73,126.0,12.0,12.0,33,7,7.875,Donor,train
2530,Yes,No,No,No,No,1,2,Yes,8,439,293,292,22,35,48.0,10.0,7.0,29,3,6.857142857,Donor,dev
2531,Yes,No,No,No,Yes,1,7,Yes,8,1676,675,752,2,42,48.0,11.0,8.0,29,11,6.857142857,No Donor,train
2532,No,No,No,Yes,Yes,1,4,No,8,3072,597,664,3,17,25.0,25.0,25.0,37,5,25.0,No Donor,train
2533,No,No,Yes,No,Yes,1,1,Yes,8,709,349,415,5,22,26.0,16.0,16.0,36,7,13.0,Donor,train
2534,Yes,No,No,No,Yes,1,5,Yes,2,618,256,291,27,54,126.0,11.0,10.0,31,4,9.692307692,No Donor,train
2535,No,No,Yes,No,Yes,1,3,Yes,8,834,393,441,5,42,40.0,10.0,3.0,30,5,4.0,Donor,train
2536,No,Yes,No,No,Yes,1,1,Yes,8,728,116,209,55,84,280.5,30.0,24.0,18,14,14.025,No Donor,train
2537,No,Yes,No,No,No,1,1,Yes,1,221,199,230,34,66,84.0,10.0,3.0,32,9,2.709677419,Donor,train
2538,Yes,No,No,No,Yes,1,5,Yes,8,831,396,446,9,33,57.0,15.0,10.0,37,8,11.4,No Donor,train
2539,Yes,No,No,No,Yes,1,4,Yes,1,387,217,247,33,62,165.0,10.0,7.0,31,8,4.024390244,No Donor,dev
2540,No,No,No,Yes,No,1,4,No,8,747,354,373,6,55,179.0,50.0,12.0,29,4,22.375,No Donor,train
2541,Yes,No,No,No,Yes,1,5,Yes,8,823,379,411,8,14,15.0,15.0,15.0,32,5,15.0,Donor,train
2542,No,Yes,No,No,Yes,1,4,No,8,900,610,636,2,24,62.0,25.0,6.0,28,2,15.5,No Donor,train
2543,No,No,No,Yes,Yes,1,5,No,8,2322,302,322,20,26,50.0,25.0,25.0,36,5,25.0,Donor,train
2544,Yes,No,No,No,Yes,1,4,Yes,8,783,293,347,8,15,15.0,15.0,15.0,37,5,15.0,Donor,train
2545,No,No,No,Yes,Yes,1,4,Yes,0,698,332,386,4,77,141.0,10.0,10.0,28,3,7.421052632,Donor,train
2546,Yes,No,No,No,Yes,2,7,Yes,2,1226,522,556,4,53,92.0,12.0,12.0,31,6,8.363636364,No Donor,train
2547,No,No,No,Yes,Yes,1,4,Yes,2,1040,342,367,17,63,104.0,10.0,10.0,29,6,6.933333333,Donor,train
2548,No,Yes,No,No,Yes,1,2,Yes,4,377,351,359,14,62,119.0,16.0,14.0,28,4,9.916666667,No Donor,train
2549,No,Yes,No,No,Yes,1,1,Yes,8,459,342,375,7,25,28.0,7.0,4.0,30,6,4.666666667,No Donor,train
2550,No,No,No,Yes,Yes,1,5,Yes,8,2810,453,461,12,21,25.0,15.0,15.0,30,7,12.5,Donor,train
2551,No,No,Yes,No,Yes,1,5,Yes,8,412,270,317,12,35,37.0,7.0,5.0,32,1,5.285714286,No Donor,train
2552,No,Yes,No,No,Yes,1,1,No,2,549,281,330,19,71,120.0,10.0,10.0,37,9,7.5,Donor,dev
2553,Yes,No,No,No,No,2,4,No,3,931,435,477,5,43,109.0,10.0,9.0,31,8,6.411764706,No Donor,train
2554,No,Yes,No,No,Yes,1,4,No,7,499,283,331,20,40,54.0,20.0,20.0,35,15,13.5,Donor,train
2555,No,No,Yes,No,Yes,2,7,Yes,8,369,221,235,29,13,15.0,15.0,15.0,36,5,15.0,No Donor,train
2556,No,Yes,No,No,Yes,1,4,No,6,980,495,594,7,79,304.0,25.0,13.0,34,4,10.13333333,Donor,train
2557,No,Yes,No,No,Yes,1,3,No,6,779,418,458,15,50,86.0,20.0,20.0,36,3,9.555555556,No Donor,train
2558,No,No,No,Yes,Yes,1,4,No,8,2192,476,539,7,18,25.0,25.0,25.0,37,5,25.0,No Donor,train
2559,No,Yes,No,No,No,1,2,Yes,8,502,288,311,29,31,50.0,15.0,15.0,31,4,6.25,No Donor,train
2560,No,No,Yes,No,Yes,1,5,No,8,914,467,518,10,62,217.0,20.0,20.0,31,27,13.5625,No Donor,train
2561,Yes,No,No,No,Yes,1,7,Yes,8,1293,512,570,4,23,26.0,8.0,6.0,28,3,5.2,Donor,train
2562,No,Yes,No,No,Yes,1,6,No,8,538,384,419,14,36,60.0,12.0,12.0,34,4,8.571428571,Donor,train
2563,No,Yes,No,No,No,1,5,No,6,769,434,548,2,55,60.0,15.0,15.0,36,12,10.0,Donor,train
2564,Yes,No,No,No,Yes,1,7,No,7,1153,398,452,14,59,61.0,6.0,4.0,25,2,4.066666667,Donor,train
2565,No,Yes,No,No,Yes,1,5,Yes,5,573,315,367,15,70,145.0,15.0,10.0,37,2,9.0625,Donor,train
2566,No,No,No,Yes,Yes,3,6,Yes,8,1224,549,612,2,27,69.0,15.0,15.0,29,4,13.8,Donor,train
2567,No,No,Yes,No,No,1,4,Yes,8,457,302,329,19,85,79.0,10.0,10.0,30,12,3.590909091,No Donor,train
2568,No,Yes,No,No,Yes,1,4,No,3,451,226,241,40,81,158.0,20.0,10.0,37,4,9.294117647,No Donor,dev
2569,No,No,No,Yes,Yes,1,2,No,4,778,277,325,19,44,310.0,50.0,50.0,34,2,28.18181818,No Donor,train
2570,No,No,Yes,No,No,1,4,No,8,334,257,290,22,25,31.0,10.0,10.0,28,8,7.75,No Donor,train
2571,No,Yes,No,No,Yes,1,3,Yes,8,831,378,392,16,50,98.0,5.0,5.0,29,7,3.161290323,Donor,train
2572,No,No,No,Yes,Yes,1,7,No,9,5101,1299,1158,1,70,103.07,16.0,15.0,34,5,7.362142857,No Donor,train
2573,No,No,Yes,No,Yes,1,4,Yes,8,461,249,287,30,23,40.0,20.0,10.0,28,3,13.33333333,Donor,train
2574,Yes,No,No,No,Yes,1,4,Yes,2,601,323,329,10,38,310.0,20.0,20.0,31,2,19.375,No Donor,train
2575,No,No,No,Yes,Yes,1,7,No,8,4620,762,811,5,17,25.0,25.0,25.0,37,5,25.0,Donor,train
2576,No,No,Yes,No,Yes,1,2,No,6,441,340,381,13,58,67.0,7.0,5.0,31,4,4.785714286,Donor,train
2577,No,No,No,Yes,Yes,1,6,No,8,2823,643,728,4,24,35.0,15.0,15.0,34,5,11.66666667,Donor,train
2578,No,No,Yes,No,Yes,1,5,Yes,8,1017,540,524,6,36,59.0,10.0,10.0,29,2,8.428571429,No Donor,train
2579,Yes,No,No,No,Yes,1,5,No,4,615,323,323,23,55,149.0,15.0,10.0,32,3,10.64285714,Donor,train
2580,No,No,No,Yes,Yes,1,4,Yes,9,2374,548,579,3,71,128.5,10.0,3.0,30,6,4.431034483,Donor,train
2581,No,No,No,Yes,Yes,1,4,Yes,2,2334,545,553,6,57,158.0,18.0,6.0,28,15,12.15384615,Donor,dev
2582,Yes,No,No,No,Yes,1,4,Yes,8,494,256,309,24,24,41.0,25.0,11.0,33,8,13.66666667,No Donor,train
2583,No,No,No,Yes,Yes,1,6,Yes,9,4506,793,826,0,50,78.0,21.0,21.0,34,4,13.0,No Donor,train
